application_id,age,gender,visa_type,documents_submitted,visa_granted,rejection_reason
AUS103224,39,Male,Student Visa,"Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,IELTS requirement not met
AUS103225,53,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS103226,28,Other,Visit Visa,"Passport, Travel Insurance, Itinerary",No,Unclear travel purpose
AUS103227,27,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS103228,47,Female,Work Visa,"Passport, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,IELTS requirement not met
AUS103229,29,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS103230,43,Female,Student Visa,"Passport, Medical Certificate, English Proficiency, Birth Certificate",No,Insufficient funds
AUS103231,56,Other,Work Visa,"Passport, Job Offer Letter, Medical Certificate, Police Clearance, Work Experience Letters",No,No strong home-country ties
AUS103232,42,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS103233,41,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS103234,23,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Failed health requirements
AUS103235,26,Other,Work Visa,"Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Employer not verified
AUS103236,51,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS103237,21,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS103238,20,Male,Work Visa,"Passport, Job Offer Letter, Medical Certificate, Police Clearance, Work Experience Letters",No,Invalid or expired passport
AUS103239,43,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS103240,41,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS103241,23,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Invitation Letter",No,Inconsistent information
AUS103242,34,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS103243,28,Other,Work Visa,"Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Missing documents
AUS103244,22,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS103245,48,Male,Student Visa,"Passport, Offer Letter, Bank Statement, English Proficiency",No,Failed health requirements
AUS103246,23,Male,Student Visa,"Passport, Offer Letter, Medical Certificate, English Proficiency, Birth Certificate",No,Incorrect application form
AUS103247,34,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS103248,31,Other,Student Visa,"Passport, Offer Letter, Bank Statement, English Proficiency, Birth Certificate",No,Incorrect application form
AUS103249,36,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS103250,42,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS103251,27,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS103252,25,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS103253,55,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Invalid or expired passport
AUS103254,54,Female,Student Visa,"Passport, Offer Letter, Medical Certificate, English Proficiency, Birth Certificate",No,Invalid or expired passport
AUS103255,58,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS103256,43,Male,Student Visa,"Passport, Offer Letter, Bank Statement, English Proficiency, Birth Certificate",No,Missing documents
AUS103257,38,Male,Visit Visa,"Passport, Travel Insurance, Itinerary, Invitation Letter",No,Insufficient funds
AUS103258,49,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance",No,Employer not verified
AUS103259,51,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS103260,24,Female,Work Visa,"Passport, Job Offer Letter, Police Clearance, Work Experience Letters",No,Unclear travel purpose
AUS103261,25,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS103262,38,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS103263,48,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS103264,52,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency",No,Employer not verified
AUS103265,24,Other,Visit Visa,"Bank Statement, Travel Insurance, Invitation Letter",No,No strong home-country ties
AUS103266,51,Female,Visit Visa,"Bank Statement, Travel Insurance, Itinerary",No,No strong home-country ties
AUS103267,36,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance",No,Suspicious travel history
AUS103268,18,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS103269,42,Female,Student Visa,"Passport, Offer Letter, English Proficiency, Birth Certificate",No,Inconsistent information
AUS103270,35,Other,Student Visa,"Passport, Bank Statement, Medical Certificate, Birth Certificate",No,Inconsistent information
AUS103271,20,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS103272,23,Female,Work Visa,"Passport, Job Offer Letter, Medical Certificate, Police Clearance, Work Experience Letters",No,Unclear travel purpose
AUS103273,56,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS103274,36,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS103275,48,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Work Experience Letters",No,Invalid or expired passport
AUS103276,23,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Employer not verified
AUS103277,35,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS103278,55,Male,Student Visa,"Passport, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Inconsistent information
AUS103279,27,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS103280,48,Other,Visit Visa,"Bank Statement, Travel Insurance, Invitation Letter",No,Academic documents incomplete
AUS103281,45,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS103282,24,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, Birth Certificate",No,Inconsistent information
AUS103283,27,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS103284,45,Male,Visit Visa,"Passport, Travel Insurance, Itinerary",No,Failed health requirements
AUS103285,19,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Invitation Letter",No,Suspicious travel history
AUS103286,55,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Unclear travel purpose
AUS103287,38,Male,Student Visa,"Passport, Offer Letter, English Proficiency, Birth Certificate",No,Unclear travel purpose
AUS103288,19,Female,Work Visa,"Passport, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Incorrect application form
AUS103289,51,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS103290,38,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS103291,47,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency",No,Employer not verified
AUS103292,19,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS103293,54,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary",No,No strong home-country ties
AUS103294,34,Female,Work Visa,"Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance",No,Missing documents
AUS103295,56,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Police Clearance, Work Experience Letters",No,Academic documents incomplete
AUS103296,32,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS103297,32,Female,Student Visa,"Passport, Bank Statement, Medical Certificate, English Proficiency",No,Missing documents
AUS103298,24,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS103299,36,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS103300,32,Male,Visit Visa,"Passport, Travel Insurance, Itinerary, Invitation Letter",No,No strong home-country ties
AUS103301,40,Male,Student Visa,"Passport, Offer Letter, Bank Statement, English Proficiency, Birth Certificate",No,Incorrect application form
AUS103302,30,Female,Student Visa,"Passport, Offer Letter, Medical Certificate, English Proficiency, Birth Certificate",No,Missing documents
AUS103303,44,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS103304,59,Female,Student Visa,"Passport, Offer Letter, Bank Statement, English Proficiency, Birth Certificate",No,Incorrect application form
AUS103305,22,Male,Student Visa,"Passport, Medical Certificate, English Proficiency, Birth Certificate",No,Unclear travel purpose
AUS103306,21,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS103307,33,Other,Work Visa,"Passport, Bank Statement, Police Clearance, Work Experience Letters",No,Employer not verified
AUS103308,58,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Police Clearance, Work Experience Letters",No,Invalid or expired passport
AUS103309,34,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS103310,21,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS103311,48,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,IELTS requirement not met
AUS103312,53,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Invitation Letter",No,Insufficient funds
AUS103313,34,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS103314,58,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Police Clearance, Work Experience Letters",No,Missing documents
AUS103315,21,Male,Visit Visa,"Passport, Bank Statement, Invitation Letter",No,Incorrect application form
AUS103316,23,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS103317,36,Male,Student Visa,"Passport, Offer Letter, Bank Statement, English Proficiency, Birth Certificate",No,Missing documents
AUS103318,54,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS103319,53,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance",No,Inconsistent information
AUS103320,33,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Academic documents incomplete
AUS103321,59,Male,Work Visa,"Passport, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Unclear travel purpose
AUS103322,43,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Police Clearance, Work Experience Letters",No,Insufficient funds
AUS103323,46,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS103324,47,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS103325,42,Other,Student Visa,"Passport, Offer Letter, Medical Certificate, English Proficiency, Birth Certificate",No,Invalid or expired passport
AUS103326,47,Female,Work Visa,"Passport, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,No strong home-country ties
AUS103327,43,Male,Work Visa,"Passport, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Failed health requirements
AUS103328,59,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS103329,45,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS103330,37,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS103331,28,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS103332,58,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS103333,30,Female,Visit Visa,"Passport, Bank Statement, Invitation Letter",No,Academic documents incomplete
AUS103334,36,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS103335,59,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS103336,42,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
